ime,dirkalisce,drzava,datum,prvenstvo,zmagovalec 
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,17/03/2002,F1 World Championship,Ralf Schumacher
Phoenix Indycars,Bombardier ATV Copper World Indy 200,USA,17/03/2002,Indy Racing League,Helio Castroneves
Darlington NASCAR,Carolina Dodge Dealers 400,USA,17/03/2002,Winston Cup,Sterling Marlin
Sebring 12 Hours,12 Hours of Sebring,USA,16/03/2002,Johnny Herbert,Christian Pescatori
Monterrey Champ Cars,Tecate/Telmex Grand Prix of Monterrey,MEX,10/03/2002,FedEx Championship Series,Cristiano da Matta
Atlanta NASCAR,MBNA America 500,USA,10/03/2002,Winston Cup,Tony Stewart
Australian Grand Prix,Foster&#039;s Australian Grand Prix,AUS,03/03/2002,F1 World Championship,Michael Schumacher
Las Vegas NASCAR,UAW-DaimlerChrysler 400,USA,03/03/2002,Winston Cup,Sterling Marlin
Miami Indycars,Nextel 250/Miami Grand Prix,USA,02/03/2002,Indy Racing League,Sam Hornish jr
Homestead Grand-Am,Nextel Grand Prix of Miami,USA,02/03/2002,Didier Theys,Mauro Baldi
North Carolina NASCAR,Subway 400,USA,24/02/2002,Winston Cup,Matt Kenseth
Daytona 500,Daytona 500,USA,17/02/2002,Winston Cup,Ward Burton
Daytona 24 Hours,Rolex Daytona 24 Hours,USA,02/02/2002,Massimiliano Papis,Mauro Baldi
Korea F3,Korea Super Prix,KOR,25/11/2001,Non-championship,Jonathan Cochet
New Hampshire NASCAR,New Hampshire 300,USA,23/11/2001,Winston Cup,Robby Gordon
Atlanta NASCAR,NAPA 500,USA,18/11/2001,Winston Cup,Bobby Labonte
Macau Grand Prix,Grande Premio de Macau,MAC,18/11/2001,Non-championship,Takuma Sato
Homestead NASCAR,Pennzoil Freedom 400,USA,11/11/2001,Winston Cup,Bill Elliott
Fontana Champ Cars,Marlboro 500,USA,04/11/2001,FedEx Championship Series,Cristiano da Matta
North Carolina NASCAR,Pop Secret Microwave Popcorn 400,USA,04/11/2001,Winston Cup,Joe Nemechek
Fontana Indy Lights,,USA,04/11/2001,Dayton Indy Lights Championship,Townsend Bell
Daytona Grand-Am,Grand-Am Finale,USA,03/11/2001,James Weaver,Butch Leitzinger
Brazilian MotoGP,Cinzano Rio Grand Prix,BRA,03/11/2001,World Motorcycle Championship,Valentino Rossi
Surfers Paradise Champ Cars,Honda Indy 300,AUS,28/10/2001,FedEx Championship Series,Cristiano da Matta
Phoenix NASCAR,Checker Auto Parts 500,USA,28/10/2001,Winston Cup,Jeff Burton
Estoril FIA GT,Estoril 500,PRT,21/10/2001,Jeroen Bleekemolen,Mike Hezemans
Talladega NASCAR,EA Sports 500,USA,21/10/2001,Winston Cup,Dale Earnhardt jr
Malaysian MotoGP,Malaysian Motorcycle Grand Prix,MYS,21/10/2001,World Motorcycle Championship,Valentino Rossi
Martinsville NASCAR,Old Dominion 500,USA,15/10/2001,Winston Cup,Ricky Craven
Japanese Grand Prix,Fuji Television Japanese Grand Prix,JPN,14/10/2001,F1 World Championship,Michael Schumacher
Monterey Grand Prix,Honda Grand Prix of Monterey,USA,14/10/2001,FedEx Championship Series,Massimiliano Papis
Laguna Seca Indy Lights,Yahoo Sports Monterey Challenge,USA,14/10/2001,Dayton Indy Lights Championship,Townsend Bell
Australian MotoGP,Qantas Australian Grand Prix,AUS,14/10/2001,World Motorcycle Championship,Valentino Rossi
Houston Champ Cars,Texaco/Havoline Grand Prix of Houston,USA,07/10/2001,FedEx Championship Series,Gil de Ferran
Charlotte NASCAR,UAW-GM Quality 500,USA,07/10/2001,Winston Cup,Sterling Marlin
Pacific MotoGP,Pacific Grand Prix of Motegi,JPN,07/10/2001,World Motorcycle Championship,Valentino Rossi
Hockenheim DTM,,DEU,07/10/2001,Deutsche Tourenwagen Meisterschaft,Bernd Maylander
Valencia Euro F3000,,ESP,07/10/2001,Euro F3000 Championship,Felipe Massa
Texas Indycars,Chevy 500,USA,06/10/2001,Indy Racing Northern Light Series,Sam Hornish jr
Petit Le Mans,Audi presents Petit Le Mans,USA,06/10/2001,Frank Biela,Emanuele Pirro
Atlanta Indy Lights,,USA,06/10/2001,Dayton Indy Lights Championship,Dan Wheldon
United States Grand Prix,SAP United States Grand Prix,USA,30/09/2001,F1 World Championship,Mika Hakkinen
Jarama FIA GT,Jarama 500,ESP,30/09/2001,Alain Menu,Rickard Rydell
Kansas NASCAR,Protection One 400,USA,30/09/2001,Winston Cup,Jeff Gordon
Dover Downs NASCAR,MBNA Cal Ripken jr 400,USA,23/09/2001,Winston Cup,Dale Earnhardt jr
Valencia MotoGP,Gran Premio Marlboro de la Comunitat Valenciana,ESP,23/09/2001,World Motorcycle Championship,Sete Gibernau
Zandvoort DTM,,NLD,23/09/2001,Deutsche Tourenwagen Meisterschaft,Uwe Alzen
Rockingham Champ Cars,Rockingham 500,GBR,22/09/2001,FedEx Championship Series,Gil de Ferran
Italian Grand Prix,Gran Premio Campari d&#039;Italia,ITA,16/09/2001,F1 World Championship,Juan Pablo Montoya
Nurburgring SRWC,ADAC Sportswagen Festival,DEU,16/09/2001,Val Hillebrand,Jan Lammers
Lausitz Champ Cars,American Memorial 500,DEU,15/09/2001,FedEx Championship Series,Kenny Brack
Monza F3000,Monza F3000,ITA,15/09/2001,FIA International F3000 Championship,Giorgio Pantano
Nurburgring Euro F3000,,DEU,15/09/2001,Euro F3000 Championship,Felipe Massa
Nurburgring FIA GT,Nurburgring 500,DEU,09/09/2001,Jamie Campbell-Walter,Mike Jordan
Laguna Seca ALMS,Monterey Sportscar Championships,USA,09/09/2001,Frank Biela,Emanuele Pirro
Portuguese MotoGP,Grande Premio Marlboro de Portugal,PRT,09/09/2001,World Motorcycle Championship,Valentino Rossi
Spielberg DTM,,AUT,09/09/2001,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Richmond NASCAR,Chevrolet Monte Carlo 400,USA,08/09/2001,Winston Cup,Ricky Rudd
Belgian Grand Prix,Grand Prix Foster&#039;s de Belgique,BEL,02/09/2001,F1 World Championship,Michael Schumacher
Vancouver Champ Cars,Molson Indy Vancouver,CAN,02/09/2001,FedEx Championship Series,Roberto Moreno
Chicagoland Indycars,Delphi Indy 300,USA,02/09/2001,Indy Racing Northern Light Series,Jaques Lazier
Darlington NASCAR,Mountain Dew Southern 500,USA,02/09/2001,Winston Cup,Ward Burton
Spa F3000,Spa-Francorchamps F3000,BEL,01/09/2001,FIA International F3000 Championship,Ricardo Sperafico
Mondello Park SRWC,,IRL,01/09/2001,Hiroki Katoh,John Nielsen
Spielberg FIA GT,Spielberg 500,AUT,26/08/2001,Peter Kox,Rickard Rydell
St Louis Indycars,Gateway Indy 250,USA,26/08/2001,Indy Racing Northern Light Series,Al Unser jr
Tourist Trophy,RAC Tourist Trophy,GBR,26/08/2001,Ben Collins,Werner Lupberger
St Louis Indy Lights,,USA,26/08/2001,Dayton Indy Lights Championship,Dan Wheldon
Czech MotoGP,Gauloises Grand Prix Ceske Republiky,CZE,26/08/2001,World Motorcycle Championship,Valentino Rossi
Nurburgring DTM,,DEU,26/08/2001,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Imola Euro F3000,,ITA,26/08/2001,Euro F3000 Championship,Felipe Massa
Mid-Ohio ALMS,Grand Prix of Mid-Ohio,USA,25/08/2001,David Brabham,Jan Magnussen
Bristol NASCAR,Sharpie 500,USA,25/08/2001,Winston Cup,Tony Stewart
Hungarian Grand Prix,Marlboro Magyar Nagydij,HUN,19/08/2001,F1 World Championship,Michael Schumacher
Road America Champ Cars,Motorola 220,USA,19/08/2001,FedEx Championship Series,Bruno Junqueira
Mosport Park ALMS,Gran Turismo 3 Grand Prix of Mosport,CAN,19/08/2001,Frank Biela,Emanuele Pirro
Michigan NASCAR,Pepsi 400,USA,19/08/2001,Winston Cup,Sterling Marlin
Zolder Euro F3000,,BEL,19/08/2001,Euro F3000 Championship,Salvatore Tavano
Hungaroring F3000,Hungaroring F3000,HUN,18/08/2001,FIA International F3000 Championship,Justin Wilson
Mid-Ohio Champ Cars,Miller Lite 200,USA,12/08/2001,FedEx Championship Series,Helio Castroneves
Kentucky Indycars,Belterra Resort Indy 300,USA,12/08/2001,Indy Racing Northern Light Series,Buddy Lazier
Watkins Glen NASCAR,Global Crossing At The Glen,USA,12/08/2001,Winston Cup,Jeff Gordon
Mid-Ohio Indy Lights,,USA,12/08/2001,Dayton Indy Lights Championship,Townsend Bell
Lausitz DTM,,DEU,12/08/2001,Deutsche Tourenwagen Meisterschaft,Peter Dumbreck
Donington Euro F3000,,GBR,12/08/2001,Euro F3000 Championship,Thomas Biagi
Watkins Glen Grand-Am,Global Crossing at the Glen,USA,11/08/2001,James Weaver,Butch Leitzinger
Portland ALMS,Grand Prix of Portland,USA,05/08/2001,David Brabham,Jan Magnussen
Brickyard NASCAR,Brickyard 400,USA,05/08/2001,Winston Cup,Jeff Gordon
Trois Rivieres Grand Prix,Grand Prix de Trois Rivieres,CAN,05/08/2001,James Weaver,Butch Leitzinger
F3 Masters,Marlboro Masters of F3,NLD,05/08/2001,Non-championship,Takuma Sato
German Grand Prix,Grosser Mobil 1 Preis von Deutschland,DEU,29/07/2001,F1 World Championship,Ralf Schumacher
Chicago Champ Cars,Target Grand Prix of Chicago,USA,29/07/2001,FedEx Championship Series,Kenny Brack
Magny-Cours SRWC,,FRA,29/07/2001,Jean-Christophe Boullion,Laurent Redon
Pocono NASCAR,Pennsylvania 500,USA,29/07/2001,Winston Cup,Bobby Labonte
Hockenheim F3000,Hockenheim F3000,DEU,28/07/2001,FIA International F3000 Championship,Antonio Pizzonia
Spa 24 Hours,Proximus 24 heures de Spa-Francorchamps,BEL,28/07/2001,Christophe Bouchut,Marc Duez
Michigan 500,Harrah&#039;s 500,USA,22/07/2001,FedEx Championship Series,Patrick Carpentier
Sears Point ALMS,X-Factor Grand Prix of Sonoma,USA,22/07/2001,Rinaldo Capello,Tom Kristensen
New Hampshire NASCAR,New England 300,USA,22/07/2001,Winston Cup,Dale Jarrett
German MotoGP,Cinzano MotorRad Grosser Preis von Deutschland,DEU,22/07/2001,World Motorcycle Championship,Max Biaggi
Nashville Indycars,Harrah&#039;s Indy 200,USA,21/07/2001,Indy Racing Northern Light Series,Buddy Lazier
British Grand Prix,Foster&#039;s British Grand Prix,GBR,15/07/2001,F1 World Championship,Mika Hakkinen
Toronto Champ Cars,Molson Indy Toronto,CAN,15/07/2001,FedEx Championship Series,Michael Andretti
Chicagoland NASCAR,Tropicana 400,USA,15/07/2001,Winston Cup,Kevin Harvick
Toronto Indy Lights,,CAN,15/07/2001,Dayton Indy Lights Championship,Townsend Bell
Silverstone F3000,International Trophy,GBR,14/07/2001,FIA International F3000 Championship,Sebastien Bourdais
Kansas Indycars,Ameristar Casino Indy 200,USA,08/07/2001,Indy Racing Northern Light Series,Eddie Cheever
Kansas Indy Lights,,USA,08/07/2001,Dayton Indy Lights Championship,Kristian Kolby
Road America Grand-Am,Road America 500,USA,08/07/2001,Mauro Baldi,Fredy Lienhard
British MotoGP,Cinzano British Grand Prix,GBR,08/07/2001,World Motorcycle Championship,Valentino Rossi
Norisring DTM,,DEU,08/07/2001,Deutsche Tourenwagen Meisterschaft,Uwe Alzen
Daytona NASCAR,Pepsi 400,USA,07/07/2001,Winston Cup,Dale Earnhardt jr
French Grand Prix,Mobil 1 Grand Prix de France,FRA,01/07/2001,F1 World Championship,Michael Schumacher
Cleveland Champ Cars,Maconi Grand Prix of Cleveland,USA,01/07/2001,FedEx Championship Series,Dario Franchitti
Hungaroring FIA GT,Budapest 500,HUN,01/07/2001,Jeroen Bleekemolen,Mike Hezemans
Brno SRWC,,CZE,01/07/2001,Hiroki Katoh,John Nielsen
Magny-Cours F3000,Magny-Cours F3000,FRA,30/06/2001,FIA International F3000 Championship,Mark Webber
Richmond Indycars,SunTrust Indy Challenge,USA,30/06/2001,Indy Racing Northern Light Series,Buddy Lazier
Dutch TT MotoGP,Gauloises Dutch TT,NLD,30/06/2001,World Motorcycle Championship,Max Biaggi
European Grand Prix,Grosser Warsteiner Preis von Europa,DEU,24/06/2001,F1 World Championship,Michael Schumacher
Portland Champ Cars,Freightliner GI Joe&#039;s 200,USA,24/06/2001,FedEx Championship Series,Massimiliano Papis
Sears Point NASCAR,Dodge/Save Mart 350,USA,24/06/2001,Winston Cup,Tony Stewart
Portland Indy Lights,Spirit Mountain Casino Challenge,USA,24/06/2001,Dayton Indy Lights Championship,Damien Faulkner
Monza Lottery Grand Prix,Gran Premio della Lotteria di Monza,ITA,24/06/2001,Euro F3000 Championship,Felipe Massa
Nurburgring F3000,Nurburgring F3000,DEU,23/06/2001,FIA International F3000 Championship,Tomas Enge
Detroit Grand Prix,Tenneco Automotive Grand Prix of Detroit,USA,17/06/2001,FedEx Championship Series,Helio Castroneves
Pikes Peak Indycars,Radisson Indy 200,USA,17/06/2001,Indy Racing Northern Light Series,Buddy Lazier
Pocono NASCAR,Pocono 500,USA,17/06/2001,Winston Cup,Ricky Rudd
Catalan MotoGP,Gran Premi Marlboro de Catalunya,ESP,17/06/2001,World Motorcycle Championship,Valentino Rossi
Sachsenring DTM,,DEU,17/06/2001,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Le Mans 24 Hours,24 heures du Mans,FRA,16/06/2001,Tom Kristensen,Emanuele Pirro
Canadian Grand Prix,Grand Prix Air Canada,CAN,10/06/2001,F1 World Championship,Ralf Schumacher
Michigan NASCAR,Kmart 400,USA,10/06/2001,Winston Cup,Jeff Gordon
Mid-Ohio Grand-Am,Conagra Foods US Road Racing Classic,USA,10/06/2001,Jon Field,Oliver Gavin
Texas Indycars,Casino Magic 500,USA,09/06/2001,Indy Racing Northern Light Series,Scott Sharp
Pau Grand Prix,Grand Prix de Pau/F3 Coupe d&#039;Europe,FRA,04/06/2001,European F3 Cup,Anthony Davidson
Milwaukee Champ Cars,Miller Lite 225,USA,03/06/2001,FedEx Championship Series,Kenny Brack
Dover Downs NASCAR,MBNA Platinum 400,USA,03/06/2001,Winston Cup,Jeff Gordon
Milwaukee Indy Lights,,USA,03/06/2001,Dayton Indy Lights Championship,Townsend Bell
Italian MotoGP,Gran Premio d&#039;Italia Cinzano,ITA,03/06/2001,World Motorcycle Championship,Alex Barros
Lime Rock Grand-Am,Dodge Dealers Grand Prix,USA,28/05/2001,James Weaver,Butch Leitzinger
Monaco Grand Prix,Grand Prix de Monaco,MCO,27/05/2001,F1 World Championship,Michael Schumacher
Indianapolis 500,Indianapolis 500,USA,27/05/2001,Indy Racing Northern Light Series,Helio Castroneves
World 600,Coca-Cola 600,USA,27/05/2001,Winston Cup,Jeff Burton
Monaco F3000,Monte Carlo F3000 Grand Prix,MCO,26/05/2001,FIA International F3000 Championship,Mark Webber
Zolder FIA GT,Zolder 500,BEL,20/05/2001,Jean-Philippe Belloc,Christophe Bouchut
Jarama ALMS,,ESP,20/05/2001,Rinaldo Capello,Tom Kristensen
Watkins Glen Grand-Am,Sportscar Grand Prix at the Glen,USA,20/05/2001,Mauro Baldi,Fredy Lienhard
French MotoGP,Polini Grand Prix de France,FRA,20/05/2001,World Motorcycle Championship,Max Biaggi
Oschersleben DTM,,DEU,20/05/2001,Deutsche Tourenwagen Meisterschaft,Marcel Fassler
Motegi Champ Cars,Firestone Firehawk 500,JPN,19/05/2001,FedEx Championship Series,Kenny Brack
Austrian Grand Prix,Grosser A1 Preis von Osterreich,AUT,13/05/2001,F1 World Championship,David Coulthard
British Empire Trophy,Silverstone 500/British Empire Trophy,GBR,13/05/2001,Jean-Philippe Belloc,Christophe Bouchut
Spa SRWC,,BEL,13/05/2001,Jean-Marc Gounon,Marco Zadra
Spielberg F3000,Spielberg F3000,AUT,12/05/2001,FIA International F3000 Championship,Justin Wilson
Nazareth Champ Cars,Lehigh Valley Grand Prix,USA,06/05/2001,FedEx Championship Series,Scott Dixon
Spanish MotoGP,Gran Premio Marlboro de Espana,ESP,06/05/2001,World Motorcycle Championship,Valentino Rossi
Nurburgring DTM,,DEU,06/05/2001,Deutsche Tourenwagen Meisterschaft,Laurent Aiello
Enna Euro F3000,,ITA,06/05/2001,Euro F3000 Championship,Felipe Massa
Richmond NASCAR,Pontiac Excitement 400,USA,05/05/2001,Winston Cup,Tony Stewart
Magny-Cours FIA GT,Magny-Cours 500,FRA,01/05/2001,Jamie Campbell-Walter,Tom Coronel
Spanish Grand Prix,Gran Premio Marlboro de Espana,ESP,29/04/2001,F1 World Championship,Michael Schumacher
Texas Champ Cars,Firestone Firehawk 600,USA,29/04/2001,FedEx Championship Series,Ni zmagovalca
Fontana NASCAR,NAPA Auto Parts 500,USA,29/04/2001,Winston Cup,Rusty Wallace
Barcelona F3000,Barcelona F3000,ESP,28/04/2001,FIA International F3000 Championship,Tomas Enge
Atlanta Indycars,zMAX 500,USA,28/04/2001,Indy Racing Northern Light Series,Greg Ray
Texas Indy Lights,,USA,28/04/2001,Dayton Indy Lights Championship,Damien Faulkner
Monza SRWC,1000 km di Monza,ITA,22/04/2001,Giovanni Lavaggi,Christian Vann
Talladega NASCAR,Talladega 500,USA,22/04/2001,Winston Cup,Bobby Hamilton
South African MotoGP,Gauloises Africa&#039;s Grand Prix,ZAF,22/04/2001,World Motorcycle Championship,Valentino Rossi
Hockenheim DTM,,DEU,22/04/2001,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Rome Grand Prix,Gran Premio di Roma,ITA,22/04/2001,Euro F3000 Championship,Felipe Massa
Phoenix Grand-Am,Sun Automotive 200,USA,21/04/2001,Jon Field,Oliver Gavin
Brno FIA GT,Brno 500,CZE,16/04/2001,Jean-Philippe Belloc,Christophe Bouchut
San Marino Grand Prix,Gran Premio Warsteiner di San Marino,ITA,15/04/2001,F1 World Championship,Ralf Schumacher
Imola F3000,Imola F3000,ITA,14/04/2001,FIA International F3000 Championship,Mark Webber
Donington ALMS,,GBR,14/04/2001,Rinaldo Capello,Tom Kristensen
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,08/04/2001,FedEx Championship Series,Helio Castroneves
Miami Indycars,Infiniti Grand Prix of Miami,USA,08/04/2001,Indy Racing Northern Light Series,Sam Hornish jr
Barcelona SRWC,,ESP,08/04/2001,Christian Pescatori,Marco Zadra
Martinsville NASCAR,Virginia 500,USA,08/04/2001,Winston Cup,Dale Jarrett
Long Beach Indy Lights,,USA,08/04/2001,Dayton Indy Lights Championship,Townsend Bell
Japanese MotoGP,Grand Prix of Japan,JPN,08/04/2001,World Motorcycle Championship,Valentino Rossi
Brazilian Grand Prix,Grande Premio Marlboro do Brasil,BRA,01/04/2001,F1 World Championship,David Coulthard
Monza FIA GT,500 km di Monza,ITA,01/04/2001,Jamie Campbell-Walter,Tom Coronel
Texas NASCAR,Harrah&#039;s 500,USA,01/04/2001,Winston Cup,Dale Jarrett
Interlagos F3000,Interlagos F3000,BRA,31/03/2001,FIA International F3000 Championship,Justin Wilson
Bristol NASCAR,Food City 500,USA,25/03/2001,Winston Cup,Elliott Sadler
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,18/03/2001,F1 World Championship,Michael Schumacher
Phoenix Indycars,Pennzoil Copper World Indy 200,USA,18/03/2001,Indy Racing Northern Light Series,Sam Hornish jr
Darlington NASCAR,Carolina Dodge Dealers 400,USA,18/03/2001,Winston Cup,Dale Jarrett
Sebring 12 Hours,Superflo 12 Hours of Sebring,USA,17/03/2001,Michele Alboreto,Rinaldo Capello
Monterrey Champ Cars,Tecate TelMex Grand Prix of Monterrey,MEX,11/03/2001,FedEx Championship Series,Cristiano da Matta
Atlanta NASCAR,Cracker Barrel Old Country Store 500,USA,11/03/2001,Winston Cup,Kevin Harvick
Monterrey Indy Lights,,MEX,11/03/2001,Dayton Indy Lights Championship,Derek Higgins
Australian Grand Prix,Qantas Australian Grand Prix,AUS,04/03/2001,F1 World Championship,Michael Schumacher
Texas ALMS,Leather Center Grand Prix of Texas,USA,04/03/2001,Rinaldo Capello,Tom Kristensen
Las Vegas NASCAR,UAW-DaimlerChrysler 400,USA,04/03/2001,Winston Cup,Jeff Gordon
Homestead Grand-Am,Nextel 250,USA,04/03/2001,James Weaver,Butch Leitzinger
North Carolina NASCAR,Dura Lube 400,USA,25/02/2001,Winston Cup,Steve Park
Daytona 500,Daytona 500,USA,18/02/2001,Winston Cup,Michael Waltrip
Daytona 24 Hours,Rolex Daytona 24 Hours,USA,03/02/2001,Franck Freon,Johnny O&#039;Connell
Adelaide ALMS,The Race of a Thousand Years,AUS,31/12/2000,Rinaldo Capello,Allan McNish
Kyalami SRWC,Vodacom Festival of Motor Racing,ZAF,26/11/2000,Gary Formato,Ralf Kelleners
Korea F3,Korea Super Prix,KOR,26/11/2000,Non-championship,Narain Karthikeyan
Atlanta NASCAR,NAPA 500,USA,20/11/2000,Winston Cup,Jerry Nadeau
Macau Grand Prix,Grande Premio de Macau,MAC,19/11/2000,Non-championship,Andre Couto
Homestead NASCAR,Pennzoil 400,USA,12/11/2000,Winston Cup,Tony Stewart
Phoenix NASCAR,Checker Auto Parts/Dura-Lube 500,USA,05/11/2000,Winston Cup,Jeff Burton
Fontana Champ Cars,Marlboro 500,USA,29/10/2000,FedEx Championship Series,Christian Fittipaldi
Las Vegas ALMS,Grand Prix of Las Vegas,USA,29/10/2000,Frank Biela,Emanuele Pirro
Fontana Indy Lights,Los Angeles Times Indy Lights 100,USA,29/10/2000,Dayton Indy Lights Championship,Scott Dixon
Australian MotoGP,Qantas Australian Grand Prix,AUS,29/10/2000,World Motorcycle Championship,Max Biaggi
Hockenheim DTM,,DEU,29/10/2000,Deutsche Tourenwagen Meisterschaft,Uwe Alzen
Hockenheim DTM,,DEU,29/10/2000,Deutsche Tourenwagen Meisterschaft,Uwe Alzen
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,22/10/2000,F1 World Championship,Michael Schumacher
Magny-Cours FIA GT,Magny-Cours GT,FRA,22/10/2000,Julian Bailey,Jamie Campbell-Walter
North Carolina NASCAR,Pop Secret Microwave Popcorn 400,USA,22/10/2000,Winston Cup,Dale Jarrett
Misano Italian F3000,,ITA,22/10/2000,Italian F3000 Championship,Ricardo Sperafico
Surfers Paradise Champ Cars,Honda Indy 300,AUS,15/10/2000,FedEx Championship Series,Adrian Fernandez
