ime,dirkalisce,drzava,leto,prvenstvo,zmagovalec 
Greenville NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
Trenton Indycars,Trenton 150,USA,1963,USAC National Championship,AJ Foyt jr
Solitude Grand Prix,Grosser Preis der Solitude,DEU,1963,Non-championship,Jack Brabham
Bristol NASCAR,Volunteer 500,USA,1963,NASCAR Grand National,Fred Lorenzen
Bridgehampton NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
Mozambique F1,Coupe Gouvernador Generale,MOZ,1963,Non-championship,Peter de Klerk
British Grand Prix,British Grand Prix,GBR,1963,F1 World Championship,Jim Clark
Old Bridge NASCAR,,USA,1963,NASCAR Grand National,Fireball Roberts
Asheville NASCAR,,USA,1963,NASCAR Grand National,Ned Jarrett
Winston-Salem NASCAR,,USA,1963,NASCAR Grand National,Glen Wood
Moyock NASCAR,,USA,1963,NASCAR Grand National,Jim Pardue
Savannah NASCAR,,USA,1963,NASCAR Grand National,Ned Jarrett
East London F1,Border 100,ZAF,1963,South African Drivers Championship,Neville Lederle
Myrtle Beach NASCAR,Speedorama 200,USA,1963,NASCAR Grand National,Ned Jarrett
Daytona NASCAR,Firecracker 400,USA,1963,NASCAR Grand National,Fireball Roberts
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,1963,F1 World Championship,Jim Clark
Atlanta NASCAR,Dixie 400,USA,1963,NASCAR Grand National,Junior Johnson
Dutch Grand Prix,Grote Prijs van Nederland,NLD,1963,F1 World Championship,Jim Clark
Langhorne Indycars,Langhorne 100,USA,1963,USAC National Championship,AJ Foyt jr
Pietermaritzburg F1,Royal Show Trophy,ZAF,1963,South African Drivers Championship,Syd van der Vyver
Le Mans 24 Hours,24 heures du Mans,FRA,1963,Lorenzo Bandini,Ludovico Scarfiotti
Belgian Grand Prix,Grand Prix de Belgique,BEL,1963,F1 World Championship,Jim Clark
Milwaukee Indycars,Rex Mays 100,USA,1963,USAC National Championship,Rodger Ward
Birmingham NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
Kyalami F1,South African Republic Festival Trophy,ZAF,1963,South African Drivers Championship,Neville Lederle
World 600,World 600,USA,1963,NASCAR Grand National,Fred Lorenzen
Indianapolis 500,Indianapolis 500,USA,1963,USAC National Championship,Parnelli Jones
Monaco Grand Prix,Grand Prix de Monaco,MCO,1963,F1 World Championship,Graham Hill
Nurburgring 1000Kms,ADAC 1000 km-Rennen,DEU,1963,Willy Mairesse,John Surtees
Rome Grand Prix,Gran Premio di Roma,ITA,1963,Non-championship,Bob Anderson
Richmond NASCAR,,USA,1963,NASCAR Grand National,Ned Jarrett
Manassas NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
International Trophy,Daily Express International Trophy,GBR,1963,Non-championship,Jim Clark
Darlington NASCAR,Rebel 300,USA,1963,NASCAR Grand National,Joe Weatherly
Targa Florio,Targa Florio,ITA,1963,Carlo Abate,Jo Bonnier
Randleman NASCAR,,USA,1963,NASCAR Grand National,Jim Paschal
Columbia NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
North Wilkesboro NASCAR,Gwyn Staley Memorial 400,USA,1963,NASCAR Grand National,Richard Petty
Aintree F1,BARC 200,GBR,1963,Non-championship,Graham Hill
Syracuse Grand Prix,Gran Premio di Siracusa,ITA,1963,Non-championship,Jo Siffert
Trenton Indycars,Trenton 100,USA,1963,USAC National Championship,AJ Foyt jr
Imola Grand Prix,Gran Premio d&#039;Imola,ITA,1963,Non-championship,Jim Clark
Martinsville NASCAR,Virginia 500,USA,1963,NASCAR Grand National,Richard Petty
Goodwood F1,Glover Trophy,GBR,1963,Non-championship,Innes Ireland
Pau Grand Prix,Grand Prix de Pau,FRA,1963,Non-championship,Jim Clark
Winston-Salem NASCAR,,USA,1963,NASCAR Grand National,Jim Paschal
Westmead F1,Coronation 100,ZAF,1963,South African Drivers Championship,Neville Lederle
South Boston NASCAR,South Boston 400,USA,1963,NASCAR Grand National,Richard Petty
Greenville NASCAR,,USA,1963,NASCAR Grand National,Buck Baker
Richmond NASCAR,Richmond 250,USA,1963,NASCAR Grand National,Joe Weatherly
Augusta NASCAR,,USA,1963,NASCAR Grand National,Ned Jarrett
Bristol NASCAR,Southeastern 500,USA,1963,NASCAR Grand National,Fireball Roberts
Snetterton F1,Lombank Trophy,GBR,1963,Non-championship,Graham Hill
Kyalami F1,Rand Autumn Trophy,ZAF,1963,South African Drivers Championship,Peter de Klerk
Hickory NASCAR,Hickory 250,USA,1963,NASCAR Grand National,Junior Johnson
Sebring 12 Hours,12 Hours of Sebring,USA,1963,Ludovico Scarfiotti,John Surtees
Atlanta NASCAR,Atlanta 500,USA,1963,NASCAR Grand National,Fred Lorenzen
Hillsborough NASCAR,,USA,1963,NASCAR Grand National,Junior Johnson
Weaverville NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
Spartanburg NASCAR,,USA,1963,NASCAR Grand National,Richard Petty
Daytona 500,Daytona 500,USA,1963,NASCAR Grand National,Tiny Lund
Daytona NASCAR,,USA,1963,NASCAR Grand National,Junior Johnson
Daytona NASCAR,,USA,1963,NASCAR Grand National,Johnny Rutherford
Australian Grand Prix,Australian Grand Prix,AUS,1963,Non-championship,Jack Brabham
Pietermaritzburg F1,Dickie Dale Memorial Trophy,ZAF,1963,Non-championship,Peter de Klerk
Riverside NASCAR,Riverside 500,USA,1963,NASCAR Grand National,Dan Gurney
Killarney F1,Gigi Lupini Trophy,ZAF,1963,Non-championship,Bob van Niekerk
New Zealand Grand Prix,New Zealand Grand Prix,NZL,1963,Non-championship,John Surtees
South African Grand Prix,South African Grand Prix,ZAF,1962,F1 World Championship,Graham Hill
East London F1,Daily Despatch Trophy,ZAF,1962,Non-championship,Peter de Klerk
Natal Grand Prix,Natal Grand Prix,ZAF,1962,South African Drivers Championship,Trevor Taylor
Rand Grand Prix,Rand Grand Prix,ZAF,1962,South African Drivers Championship,Jim Clark
Rhodesian Grand Prix,Rhodesian Grand Prix,RHO,1962,Non-championship,Gary Hocking
Zwartkops F1,Total Cup,ZAF,1962,Non-championship,Gary Hocking
Randleman NASCAR,Turkey Day 200,USA,1962,NASCAR Grand National,Jim Paschal
Phoenix Indycars,Bobby Ball 100,USA,1962,USAC National Championship,Bobby Marshman
Macau Grand Prix,Grande Premio de Macau,MAC,1962,Non-championship,Dodgie Laurel
Australian Grand Prix,Australian Grand Prix,AUS,1962,Non-championship,Bruce McLaren
Tampa NASCAR,,USA,1962,NASCAR Grand National,Richard Petty
Mexican Grand Prix,Gran Premio de Mexico,MEX,1962,Jim Clark,Trevor Taylor
Birmingham NASCAR,,USA,1962,NASCAR Grand National,Jim Paschal
Sacramento Indycars,Golden State 100,USA,1962,USAC National Championship,AJ Foyt jr
Atlanta NASCAR,Dixie 400,USA,1962,NASCAR Grand National,Rex White
Charlotte NASCAR,National 400,USA,1962,NASCAR Grand National,Junior Johnson
Kyalami F1,Rand Spring Trophy,ZAF,1962,South African Drivers Championship,Gary Hocking
United States Grand Prix,United States Grand Prix,USA,1962,F1 World Championship,Jim Clark
North Wilkesboro NASCAR,Wilkes 320,USA,1962,NASCAR Grand National,Richard Petty
Trenton Indycars,Trenton 200,USA,1962,USAC National Championship,Don Branson
Martinsville NASCAR,Old Dominion 500,USA,1962,NASCAR Grand National,Nelson Stacy
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,1962,F1 World Championship,Graham Hill
Indiana State Fair Indycars,Hoosier 100,USA,1962,USAC National Championship,Parnelli Jones
Augusta NASCAR,,USA,1962,NASCAR Grand National,Fred Lorenzen
Moyock NASCAR,,USA,1962,NASCAR Grand National,Ned Jarrett
Richmond NASCAR,Capital City 300,USA,1962,NASCAR Grand National,Joe Weatherly
Syracuse Indycars,Syracuse 100,USA,1962,USAC National Championship,Rodger Ward
Hickory NASCAR,Buddy Shuman Memorial,USA,1962,NASCAR Grand National,Rex White
Darlington NASCAR,Southern 500,USA,1962,NASCAR Grand National,Larry Frank
Oulton Park Gold Cup,International Gold Cup,GBR,1962,Non-championship,Jim Clark
Langhorne Indycars,Langhorne 100,USA,1962,USAC National Championship,Don Branson
Danish Grand Prix,Grand Prix Danmark,DNK,1962,Non-championship,Jack Brabham
Valdosta NASCAR,,USA,1962,NASCAR Grand National,Ned Jarrett
Spartanburg NASCAR,,USA,1962,NASCAR Grand National,Richard Petty
Milwaukee Indycars,Tony Bettenhausen 200,USA,1962,USAC National Championship,Rodger Ward
Mediterranean Grand Prix,Gran Premio del Mediterraneo,ITA,1962,Non-championship,Lorenzo Bandini
Winston-Salem NASCAR,International 200,USA,1962,NASCAR Grand National,Richard Petty
Springfield Indycars,Tony Bettenhausen 100,USA,1962,USAC National Championship,Jim Hurtubise
Roanoke NASCAR,,USA,1962,NASCAR Grand National,Richard Petty
Kanonloppet,Kanonloppet,SWE,1962,Non-championship,Masten Gregory
Weaverville NASCAR,Western North Carolina 500,USA,1962,NASCAR Grand National,Jim Paschal
Huntsville NASCAR,,USA,1962,NASCAR Grand National,Richard Petty
German Grand Prix,Grosser Preis von Deutschland,DEU,1962,F1 World Championship,Graham Hill
Nashville NASCAR,Nashville 500,USA,1962,NASCAR Grand National,Jim Paschal
Kyalami F1,Rand Winter Trophy,ZAF,1962,South African Drivers Championship,Ernest Pieterse
Chattanooga NASCAR,Confederate 200,USA,1962,NASCAR Grand National,Joe Weatherly
Bristol NASCAR,Southeastern 500,USA,1962,NASCAR Grand National,Jim Paschal
Trenton Indycars,Trenton 150,USA,1962,USAC National Championship,Rodger Ward
Mozambique F1,Coupe Gouvernador Generale,MOZ,1962,Non-championship,Peter de Klerk
British Grand Prix,British Grand Prix,GBR,1962,F1 World Championship,Jim Clark
Myrtle Beach NASCAR,,USA,1962,NASCAR Grand National,Ned Jarrett
Savannah NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Augusta NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Solitude Grand Prix,Grosser Preis der Solitude,DEU,1962,Non-championship,Dan Gurney
Westmead F1,Westmead 120,ZAF,1962,South African Drivers Championship,Doug Serrurier
Greenville NASCAR,,USA,1962,NASCAR Grand National,Richard Petty
Asheville NASCAR,,USA,1962,NASCAR Grand National,Jack Smith
East London F1,Border 100,ZAF,1962,South African Drivers Championship,Ernest Pieterse
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,1962,F1 World Championship,Dan Gurney
Columbia NASCAR,,USA,1962,NASCAR Grand National,Rex White
Daytona NASCAR,Firecracker 250,USA,1962,NASCAR Grand National,Fireball Roberts
Langhorne Indycars,Langhorne 100,USA,1962,USAC National Championship,AJ Foyt jr
Reims Grand Prix,Grand Prix de Reims,FRA,1962,Non-championship,Bruce McLaren
Kyalami F1,South African Republic Festival Trophy,ZAF,1962,South African Drivers Championship,Ernest Pieterse
Pietermaritzburg F1,Royal Show Trophy,ZAF,1962,Non-championship,Neville Lederle
Le Mans 24 Hours,24 heures du Mans,FRA,1962,Olivier Gendebien,Phil Hill
South Boston NASCAR,,USA,1962,NASCAR Grand National,Rex White
Richmond NASCAR,,USA,1962,NASCAR Grand National,Jim Paschal
Augusta NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Belgian Grand Prix,Grand Prix de Belgique,BEL,1962,F1 World Championship,Jim Clark
Winston-Salem NASCAR,Myers Brothers Memorial,USA,1962,NASCAR Grand National,Johnny Allen
Mallory Park F1,International 2000 Guineas,GBR,1962,Non-championship,John Surtees
Crystal Palace F1,Crystal Palace Trophy,GBR,1962,Non-championship,Innes Ireland
Milwaukee Indycars,Rex Mays 100,USA,1962,USAC National Championship,AJ Foyt jr
Atlanta NASCAR,Atlanta 500,USA,1962,NASCAR Grand National,Fred Lorenzen
Monaco Grand Prix,Grand Prix de Monaco,MCO,1962,F1 World Championship,Bruce McLaren
Indianapolis 500,Indianapolis 500,USA,1962,USAC National Championship,Rodger Ward
Nurburgring 1000Kms,ADAC 1000 km-Rennen,DEU,1962,Olivier Gendebien,Phil Hill
World 600,World 600,USA,1962,NASCAR Grand National,Nelson Stacy
Dutch Grand Prix,Grote Prijs van Nederland,NLD,1962,F1 World Championship,Graham Hill
Naples Grand Prix,Gran Premio di Napoli,ITA,1962,Non-championship,Willy Mairesse
Spartanburg NASCAR,,USA,1962,NASCAR Grand National,Ned Jarrett
International Trophy,Daily Express International Trophy,GBR,1962,Non-championship,Graham Hill
Darlington NASCAR,Rebel 300,USA,1962,NASCAR Grand National,Nelson Stacy
Targa Florio,Targa Florio,ITA,1962,Willy Mairesse,Ricardo Rodriguez
Concord NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Hickory NASCAR,Hickory 250,USA,1962,NASCAR Grand National,Jack Smith
Richmond NASCAR,,USA,1962,NASCAR Grand National,Jim Pardue
Bristol NASCAR,Volunteer 500,USA,1962,NASCAR Grand National,Bobby Johns
Aintree F1,BARC 200,GBR,1962,Non-championship,Jim Clark
Goodwood F1,Lavant Cup,GBR,1962,Non-championship,Bruce McLaren
Pau Grand Prix,Grand Prix de Pau,FRA,1962,Non-championship,Maurice Trintignant
Winston-Salem NASCAR,,USA,1962,NASCAR Grand National,Rex White
Westmead F1,Coronation 100,ZAF,1962,South African Drivers Championship,Ernest Pieterse
Goodwood F1,Glover Trophy,GBR,1962,Non-championship,Graham Hill
Martinsville NASCAR,Virginia 500,USA,1962,NASCAR Grand National,Richard Petty
Myrtle Beach NASCAR,,USA,1962,NASCAR Grand National,Jack Smith
Greenville NASCAR,,USA,1962,NASCAR Grand National,Ned Jarrett
North Wilkesboro NASCAR,Gwyn Staley 400,USA,1962,NASCAR Grand National,Richard Petty
Snetterton F1,Lombank Trophy,GBR,1962,Non-championship,Jim Clark
Columbia NASCAR,Arclite 200,USA,1962,NASCAR Grand National,Ned Jarrett
Trenton Indycars,Trenton 100,USA,1962,USAC National Championship,AJ Foyt jr
Pietermaritzburg F1,Roy Hesketh 100,ZAF,1962,South African Drivers Championship,Ernest Pieterse
Brussels Grand Prix,Grand Prix de Bruxelles,BEL,1962,Non-championship,Willy Mairesse
Richmond NASCAR,Richmond 250,USA,1962,NASCAR Grand National,Rex White
Sebring 12 Hours,12 Hours of Sebring,USA,1962,Lucien Bianchi,Jo Bonnier
Hillsborough NASCAR,,USA,1962,NASCAR Grand National,Rex White
Savannah NASCAR,St Patrick&#039;s Day 200,USA,1962,NASCAR Grand National,Jack Smith
Kyalami F1,Rand Autumn Trophy,ZAF,1962,South African Drivers Championship,John Love
Weaverville NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Concord NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Daytona 500,Daytona 500,USA,1962,NASCAR Grand National,Fireball Roberts
Daytona NASCAR,,USA,1962,NASCAR Grand National,Fireball Roberts
Daytona NASCAR,,USA,1962,NASCAR Grand National,Joe Weatherly
Westmead Formule Libre,Pat Fairfield Trophy,ZAF,1962,Non-championship,Fanie Viljoen
New Zealand Grand Prix,New Zealand Grand Prix,NZL,1962,Non-championship,Stirling Moss
Cape Grand Prix,Cape Grand Prix,ZAF,1962,South African Drivers Championship,Trevor Taylor
South African Grand Prix,South African Grand Prix,ZAF,1961,South African Drivers Championship,Jim Clark
Natal Grand Prix,Natal Grand Prix,ZAF,1961,South African Drivers Championship,Jim Clark
Rand Grand Prix,Rand Grand Prix,ZAF,1961,South African Drivers Championship,Jim Clark
Phoenix Indycars,Bobby Ball 100,USA,1961,USAC National Championship,Parnelli Jones
Macau Grand Prix,Grande Premio de Macau,MAC,1961,Non-championship,Peter Heath
Weaverville NASCAR,,USA,1961,NASCAR Grand National,Rex White
Concord NASCAR,,USA,1961,NASCAR Grand National,Jack Smith
Kyalami F1,Rand Spring Trophy,ZAF,1961,South African Drivers Championship,Ernest Pieterse
Sacramento Indycars,Golden State 100,USA,1961,USAC National Championship,Rodger Ward
Hillsborough NASCAR,,USA,1961,NASCAR Grand National,Joe Weatherly
Greenville NASCAR,,USA,1961,NASCAR Grand National,Junior Johnson
Bristol NASCAR,Southeastern 500,USA,1961,NASCAR Grand National,Joe Weatherly
Charlotte NASCAR,National 400,USA,1961,NASCAR Grand National,Joe Weatherly
Vallelunga F1,Coppa Italia,ITA,1961,Non-championship,Giancarlo Baghetti
Australian Grand Prix,Australian Grand Prix,AUS,1961,Non-championship,Lex Davison
United States Grand Prix,United States Grand Prix,USA,1961,F1 World Championship,Innes Ireland
Brands Hatch F1,Lewis-Evans Trophy,GBR,1961,Non-championship,Tony Marsh
North Wilkesboro NASCAR,Wilkes 200,USA,1961,NASCAR Grand National,Rex White
Trenton Indycars,Trenton 100,USA,1961,USAC National Championship,Eddie Sachs
Martinsville NASCAR,Old Dominion 500,USA,1961,NASCAR Grand National,Joe Weatherly
Oulton Park Gold Cup,International Gold Cup,GBR,1961,Non-championship,Stirling Moss
Zeltweg F1,Flugplatzrennen,AUT,1961,Non-championship,Innes Ireland
Atlanta NASCAR,Dixie 400,USA,1961,NASCAR Grand National,David Pearson
Indiana State Fair Indycars,Hoosier 100,USA,1961,USAC National Championship,AJ Foyt jr
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,1961,F1 World Championship,Phil Hill
Richmond NASCAR,,USA,1961,NASCAR Grand National,Joe Weatherly
Sacramento NASCAR,,USA,1961,NASCAR Grand National,Eddie Gray
Syracuse Indycars,Syracuse 100,USA,1961,USAC National Championship,Rodger Ward
Hickory NASCAR,Buddy Shuman Memorial,USA,1961,NASCAR Grand National,Rex White
Du Quoin Indycars,Ted Horn Memorial/Du Quoin 100,USA,1961,USAC National Championship,AJ Foyt jr
Darlington NASCAR,Southern 500,USA,1961,NASCAR Grand National,Nelson Stacy
Modena Grand Prix,Gran Premio di Modena,ITA,1961,Non-championship,Stirling Moss
South Boston NASCAR,,USA,1961,NASCAR Grand National,Junior Johnson
Danish Grand Prix,Grand Prix Danmark,DNK,1961,Non-championship,Stirling Moss
Springfield Indycars,Tony Bettenhausen 100,USA,1961,USAC National Championship,Jim Hurtubise
Milwaukee Indycars,Tony Bettenhausen 200,USA,1961,USAC National Championship,Lloyd Ruby
Kanonloppet,Kanonloppet,SWE,1961,Non-championship,Stirling Moss
Richmond NASCAR,,USA,1961,NASCAR Grand National,Junior Johnson
Pescara 4 Hours,4 ore di Pescara,ITA,1961,Lorenzo Bandini,Giorgio Scarlatti
Weaverville NASCAR,Western North Carolina 500,USA,1961,NASCAR Grand National,Junior Johnson
Grand Central F1,Rand Winter Trophy,ZAF,1961,South African Drivers Championship,Syd van der Vyver
Winston-Salem NASCAR,,USA,1961,NASCAR Grand National,Rex White
German Grand Prix,Grosser Preis von Deutschland und Europa,DEU,1961,F1 World Championship,Stirling Moss
Nashville NASCAR,Nashville 500,USA,1961,NASCAR Grand National,Jim Paschal
Rhodesian Grand Prix,Rhodesian Grand Prix,RHO,1961,Non-championship,Ernest Pieterse
Bristol NASCAR,Volunteer 500,USA,1961,Johnny Allen,Jack Smith
Solitude Grand Prix,Grosser Preis der Solitude,DEU,1961,Non-championship,Innes Ireland
Mozambique F1,Coupe Gouvernador Generale,MOZ,1961,Non-championship,Bruce Johnstone
Myrtle Beach NASCAR,,USA,1961,NASCAR Grand National,Joe Weatherly
Columbia NASCAR,,USA,1961,NASCAR Grand National,Cotton Owens
British Grand Prix,British Grand Prix,GBR,1961,F1 World Championship,Wolfgang von Trips
East London F1,Border 100,ZAF,1961,South African Drivers Championship,Syd van der Vyver
Atlanta NASCAR,Festival 250,USA,1961,NASCAR Grand National,Fred Lorenzen
